eth2.7,8192,61101,332,9.95,402,0
eth3.4,8192,61101,350,9.95,402,0
eth3.8,8192,61101,330,9.95,402,0
eth0.1,8192,76626,297,9.95,504,0
eth0.5,8192,76626,322,9.95,504,0
eth1.2,8192,76626,314,9.95,504,0
eth1.6,8192,76626,314,9.95,504,0
eth2.3,8192,76626,315,9.95,504,0
eth2.7,8192,76626,314,9.95,504,0
eth3.4,8192,76626,316,9.95,504,0
eth3.8,8192,76626,312,9.95,504,0
eth0.1,8192,76578,310,9.95,504,0
eth0.5,8192,76578,337,9.95,504,0
eth1.2,8192,76578,328,9.95,504,0
eth1.6,8192,76578,328,9.95,504,0
eth2.3,8192,76578,329,9.95,504,0
eth2.7,8192,76578,329,9.95,504,0
eth3.4,8192,76578,330,9.95,504,0
eth3.8,8192,76578,327,9.95,504,0
eth0.1,8192,76591,297,9.95,504,0
eth0.5,8192,76591,319,9.95,504,0
eth1.2,8192,76591,315,9.95,504,0
eth1.6,8192,76591,311,9.95,504,0
eth2.3,8192,76591,316,9.95,504,0
eth2.7,8192,76591,311,9.95,504,0
eth3.4,8192,76591,316,9.95,504,0
eth3.8,8192,76591,310,9.95,504,0
eth0.1,8192,91320,299,9.95,601,0
eth0.5,8192,91320,325,9.95,601,0
eth1.2,8192,91320,316,9.95,601,0
eth1.6,8192,91320,317,9.95,601,0
eth2.3,8192,91320,318,9.95,601,0
eth2.7,8192,91320,318,9.95,601,0
eth3.4,8192,91320,318,9.95,601,0
eth3.8,8192,91320,316,9.95,601,0
eth0.1,8192,90614,274,9.95,597,0
eth0.5,8192,90614,300,9.95,597,0
eth1.2,8192,90614,292,9.95,597,0
eth1.6,8192,90614,292,9.95,597,0
eth2.3,8192,90614,293,9.95,597,0
eth2.7,8192,90614,293,9.95,597,0
eth3.4,8192,90614,293,9.95,597,0
eth3.8,8192,90614,290,9.95,597,0
eth0.1,8192,100574,304,9.95,663,0
eth0.5,8192,100574,321,9.95,663,0
eth1.2,8192,100574,322,9.95,663,0
eth1.6,8192,100574,313,9.95,663,0
eth2.3,8192,100574,323,9.95,663,0
eth2.7,8192,100574,314,9.95,663,0
eth3.4,8192,100574,323,9.95,663,0
eth3.8,8192,100574,312,9.95,663,0
eth0.1,8192,99752,267,9.95,657,0
eth0.5,8192,99752,319,9.95,657,0
eth1.2,8192,99752,285,9.95,657,0
eth1.6,8192,99752,310,9.95,657,0
eth2.3,8192,99752,286,9.95,657,0
eth2.7,8192,99752,311,9.95,657,0
eth3.4,8192,99752,287,9.95,657,0
eth3.8,8192,99752,309,9.95,657,0
eth0.1,8704,101011,321,9.95,707,0
eth0.5,8704,101011,343,9.95,707,0
eth1.2,8704,101011,339,9.95,707,0
eth1.6,8704,101011,335,9.95,707,0
eth2.3,8704,101011,340,9.95,707,0
eth2.7,8704,101011,336,9.95,707,0
eth3.4,8704,101011,341,9.95,707,0
eth3.8,8704,101011,333,9.95,707,0
eth0.1,9216,101235,144,9.95,750,0
eth0.5,9216,101235,211,9.95,750,0
eth1.2,9216,101235,162,9.95,750,0
eth1.6,9216,101235,204,9.95,750,0
eth2.3,9216,101235,166,9.95,750,0
eth2.7,9216,101235,206,9.95,750,0
eth3.4,9216,101235,166,9.95,750,0
eth3.8,9216,101235,204,9.95,750,0
eth0.1,9216,99419,253,9.95,736,0
eth0.5,9216,99419,299,9.95,736,0
eth1.2,9216,99419,271,9.95,736,0
eth1.6,9216,99419,292,9.95,736,0
eth2.3,9216,99419,275,9.95,736,0
eth2.7,9216,99419,294,9.95,736,0
eth3.4,9216,99419,275,9.95,736,0
eth3.8,9216,99419,292,9.95,736,0
eth0.1,9216,94239,210,9.95,698,0
eth0.5,9216,94239,166,9.95,698,0
eth1.2,9216,94239,228,9.95,698,0
eth1.6,9216,94239,159,9.95,698,0
eth2.3,9216,94239,232,9.95,698,0
eth2.7,9216,94239,161,9.95,698,0
eth3.4,9216,94239,232,9.95,698,0
eth3.8,9216,94239,160,9.95,698,0
eth0.1,10240,99038,273,9.95,816,0
eth0.5,10240,99038,282,9.95,816,0
eth1.2,10240,99038,291,9.95,816,0
eth1.6,10240,99038,273,9.95,816,0
eth2.3,10240,99038,293,9.95,816,0
eth2.7,10240,99038,275,9.95,816,0
eth3.4,10240,99038,293,9.95,816,0
eth3.8,10240,99038,271,9.95,816,0
eth0.1,10240,95935,302,9.95,790,0
eth0.5,10240,95935,317,9.95,790,0
eth1.2,10240,95935,321,9.95,790,0
eth1.6,10240,95935,308,9.95,790,0
eth2.3,10240,95935,322,9.95,790,0
eth2.7,10240,95935,310,9.95,790,0
eth3.4,10240,95935,322,9.95,790,0
eth3.8,10240,95935,306,9.95,790,0
eth0.1,10240,96099,299,9.98,789,0
eth0.5,10240,96099,313,9.98,789,0
eth1.2,10240,96099,317,9.98,789,0
eth1.6,10240,96099,304,9.98,789,0
eth2.3,10240,96099,319,9.98,789,0
eth2.7,10240,96099,306,9.98,789,0
eth3.4,10240,96099,319,9.98,789,0
eth3.8,10240,96099,302,9.98,789,0
eth0.1,11264,98001,267,9.95,887,0
eth0.5,11264,98001,291,9.95,887,0
eth1.2,11264,98001,285,9.95,887,0
eth1.6,11264,98001,283,9.95,887,0
eth2.3,11264,98001,287,9.95,887,0
eth2.7,11264,98001,285,9.95,887,0
eth3.4,11264,98001,287,9.95,887,0
eth3.8,11264,98001,280,9.95,887,0
eth0.1,11264,98246,352,9.95,890,0
eth0.5,11264,98246,368,9.95,890,0
eth1.2,11264,98246,370,9.95,890,0
eth1.6,11264,98246,360,9.95,890,0
eth2.3,11264,98246,371,9.95,890,0
eth2.7,11264,98246,362,9.95,890,0
eth3.4,11264,98246,372,9.95,890,0
eth3.8,11264,98246,357,9.95,890,0
eth0.1,11264,98027,313,9.95,888,0
eth0.5,11264,98027,343,9.95,888,0
eth1.2,11264,98027,332,9.95,888,0
eth1.6,11264,98027,335,9.95,888,0
eth2.3,11264,98027,333,9.95,888,0
eth2.7,11264,98027,337,9.95,888,0
eth3.4,11264,98027,333,9.95,888,0
eth3.8,11264,98027,332,9.95,888,0
eth0.1,13312,89609,1439,9.95,959,2.75865147474026
eth0.5,13312,89609,2184,9.95,959,2.75865147474026
eth1.2,13312,89613,2072,9.95,959,2.75071697186792
eth1.6,13312,89612,2059,9.95,959,2.75297951167254
eth2.3,13312,89605,2182,9.95,959,2.76881870431338
eth2.7,13312,89602,1813,9.95,959,2.77449164081159
eth3.4,13312,89608,2083,9.95,959,2.76091420408892
eth3.8,13312,89608,2077,9.95,959,2.76091420408892
eth0.1,13312,89638,1508,9.95,959,2.74883419978134
eth0.5,13312,89638,2224,9.95,959,2.74883419978134
eth1.2,13312,89632,2121,9.95,959,2.7568279186005
eth1.6,13312,89631,2064,9.95,959,2.75909004697036
eth2.3,13312,89630,2152,9.95,959,2.76358362155528
eth2.7,13312,89627,1747,9.95,959,2.77037053566448
eth3.4,13312,89635,2140,9.95,959,2.75338874323646
eth3.8,13312,89634,2100,9.95,959,2.75565075752505
eth0.1,13312,89639,1083,9.95,959,2.74545677662625
eth0.5,13312,89639,1676,9.95,959,2.74545677662625
eth1.2,13312,89628,1666,9.95,959,2.76922390324452
eth1.6,13312,89628,1503,9.95,959,2.76922390324452
eth2.3,13312,89634,1758,9.95,959,2.76011334984493
eth2.7,13312,89633,1234,9.95,959,2.76125980386688
eth3.4,13312,89631,1658,9.95,959,2.76355278865571
eth3.8,13312,89631,1513,9.95,959,2.76355278865571
